CreditHistory,EmploymentStatus,LoanPurpose,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,CreditRisk
good,full-time,car,-0.5448724823233364,2.6172353268795234,0.31926133245524824,-3.693303593464393,-1.4439289224922272,1.6395259103107986,-0.9301406922731863,0.4331840672715426,-0.8328066498241923,-1.6037294750298954,0.11544963395398344,-0.12393454594145129,2.5968643188562917,1
excellent,part-time,business,1.5724482865617357,-0.6837548181056423,1.731020207243175,-0.7139339536469458,0.39631968200786294,-4.383830656647232,-3.2483085640541156,-0.9501045691456493,-0.27340384518281413,-1.218176066807319,0.806110980154881,2.221311655488165,1.293020935016453,1
excellent,part-time,business,1.462002257499741,-0.0003730921268122467,-0.967743302026244,0.9110838237485649,-1.3432093905839007,1.5688434640075886,-0.639281331419334,1.1626480586861927,0.005868204295738755,0.18033869066388744,0.5965713987310342,3.3795324263046513,0.6665223814116912,0
excellent,unemployed,business,4.001270625942985,-0.9067070012059475,-2.287661062528591,2.9261164116877842,1.3636072951996998,0.020126610262761968,2.381243269106117,-0.265924194072433,-3.8490616379274964,-0.1026485734506316,2.376411750874064,3.1587632158276575,-0.14129016381352955,0
fair,part-time,furniture,-2.681668788768443,0.3841532055831882,3.3875268124368314,-1.4725467635195937,-1.1689809102124997,1.7068538916569969,1.6147280629889236,-0.782179453952634,0.24850243125924976,-0.46056602975955757,3.1168067114113933,-3.447778455322786,-1.437796941094483,0
good,part-time,education,1.6920192681578894,0.9315180991886928,1.4077412311793054,-2.5724719263932627,0.5855215328568677,-1.942123323130149,-1.6097541932252053,1.1407858004524745,-3.1627878753408054,0.293008807258655,-0.5152378467242658,0.4296065085851793,2.140141062129385,1
excellent,part-time,car,-0.9910535307022763,-1.744075891073759,-0.41408170301958114,3.312081011384941,1.0995844643276695,0.9441925564272711,3.4430207240250494,-0.16003867357934443,-2.0256655196885935,0.32548511232461763,-0.9004890258895888,2.160451163550149,4.791676271309089,0
poor,full-time,education,-0.9617633382093931,-0.2245792106342006,0.5137001587222447,2.6345570580544586,-0.49620587574150743,0.3992542910451914,3.066501140402742,0.9243573680260055,3.975116037029784,0.5672179054338725,-4.862079469814443,-3.921975437320949,1.0363468040898587,0
good,unemployed,business,-1.2707990484656926,-1.5627474750210886,-0.4942055181990701,-1.3452470534902456,1.494141897266825,-2.4799068666622324,2.346628957917188,0.04621160367091715,-1.9015189969014785,0.7489361138059267,-3.232091435051122,-1.8683766430870283,3.5930072415142567,0
poor,part-time,business,2.3997406442615405,1.1190711779467284,-0.984616321603033,1.7872597365525362,0.043908301877156795,1.524185004473681,2.143407164524832,0.4595754883110654,0.9971114912818925,2.017775813175065,-2.6663560929987717,-1.0901383963230922,-2.5040766517986714,0
excellent,unemployed,education,1.8940077985938129,-0.2908809335964395,0.2830426515927369,2.9519970677511003,-0.4597413950630392,3.3434107922799203,-2.480136002383598,-0.10017276878675659,-1.7888654771963328,0.2149259647767057,-0.1004513499661458,7.823489992845693,-0.6495309533369407,0
fair,full-time,education,-4.510823437009886,-2.935025461792393,2.1927483001536157,-1.103250602326515,-2.133119217718111,-0.5694710622708836,-0.4896541041282789,0.8435502912221203,0.9689232390173759,0.3067899624614518,1.0525655892295043,-4.929241402893251,0.055763862297350864,0
fair,part-time,education,-1.0380935733437797,-1.544090922516547,0.6584088993059662,-0.11396215337953364,0.13155164017749568,0.6487376220885077,2.8190197913302644,-1.6223206132937653,0.15832770753886938,-0.11335479410729969,0.6639652812393753,-3.594344806125181,-0.9633852128638917,0
poor,part-time,business,0.15204353942608217,-3.6960670987655724,0.9565263344698796,3.0186957836790476,0.560761268005573,-0.05404503655268078,-0.3034430364292078,0.48898953066004497,1.2919642269962464,1.6759187876093766,-3.113252631813776,-1.0596622013987056,-2.743428940760637,0
good,part-time,business,-2.089389029423306,2.8310341451507575,0.8636177396060583,0.3981981051741743,0.586801850735655,0.8449191865052248,1.0516167554437925,0.4219688214334575,0.7433100318456546,-0.8247339795023627,2.023059789269916,-5.042339206176207,-2.7407398238420546,0
poor,part-time,car,-0.9062871311984095,-0.8436064273227688,-0.5819416515184164,-2.2321424359900783,1.1262381884363837,-2.17454779311422,3.8353218023539464,0.16681605951827747,4.860959528995539,1.1568039489134727,-2.076034591547555,-5.224857796659457,-0.6656786781736835,1
fair,part-time,car,1.704790668966246,-1.062853517865494,1.0425134391016682,-1.6822877467269577,0.6623068966479679,-2.079305255048669,-0.9468598992995185,0.42076656251858635,-2.9584002735859904,0.12060854761357863,-1.4221702394373215,0.3552537209140957,2.0291649811913333,1
fair,part-time,business,0.537369246072819,1.4324275271847484,-0.6555121352891067,-0.26297786331779105,0.30955564676715147,1.4776358314403033,0.3562516521462733,0.9669174010754679,0.7639861467031928,-0.7230731049121446,-0.9548485439402132,-0.9468865071747109,-1.5527056978216929,0
poor,part-time,education,1.225806946039687,-0.7753344092320638,0.8896814647254561,-1.5325679683690288,-0.2137702480623489,0.24434936038519584,1.5378017694529817,-0.8463983057776877,-3.2672970393575866,1.7441031844659785,-2.0787297545534478,-0.7862999437503079,1.5035475910837484,1
excellent,part-time,education,-1.5504585498550285,-1.7446173069156572,4.280825790732239,-0.48888988847340686,-0.25968686344106867,-1.638354217382779,-1.4227669488027286,0.35303924841500095,-2.364926165822929,0.09741734306431259,1.3204915851344685,1.9563307857749086,2.232780998913957,1
fair,part-time,car,1.4928839571215187,-0.3374605942117104,0.2767307700072996,-1.2545419125669044,-0.11382477230747688,0.2744953501101586,0.01824905857112913,-0.8781217036054526,-1.459985877898045,-0.9849461251170324,-1.2314638803392444,0.9068002189774687,1.3157795797508043,0
excellent,part-time,business,0.2976484574435726,-1.3206296782000932,0.11357831728824064,0.5690443414556474,-0.24272858931102861,-2.628415383502513,-3.03795025061713,-0.32573889318261995,-0.15627437378449927,0.11333446390530184,1.1466933217817954,3.4623811938877394,2.631738493953497,1
excellent,part-time,car,-0.09802491799163815,-1.2202128985422245,-7.455322452752819,-0.8552565095270537,-0.6449284603222979,-4.76602667513491,1.8936308863471667,0.9177721505515003,-0.8650080779353805,1.2101660953653188,0.7748962658899667,-7.49155167177478,-2.5887180170433886,0
good,full-time,car,-4.4200146386498,1.8703031868252409,0.8869127788419366,0.17979248312454943,1.1763440561714547,0.6901244901583914,0.4488384407937226,-0.7090289023149722,1.5344724487691384,0.8160810441139388,0.4887033049924545,-5.878115377634297,0.7491036422746709,0
excellent,part-time,furniture,1.4283307463262083,1.7720527231124452,2.4158200643671863,-0.9915326240083504,-0.3098449013640731,-2.802772684507441,-2.727923112365687,-0.04003720752109928,0.6098530959641455,1.533012542249183,2.243992002123493,3.712137831444597,0.4578308254800634,1
fair,part-time,furniture,0.7642228891641323,-0.73486579915592,0.8496238392005344,-0.031291261018224326,-1.4548921652893105,0.4051612367174551,-0.5465432379874284,-1.0002705227767883,-0.020375192279189602,-0.412420069849907,-2.160413770198285,3.004239288981183,2.1587148068435393,0
poor,part-time,furniture,0.35914043263778095,-7.313922126535325,4.973149624176788,-0.91771447733875,0.018999082259871004,-0.8564879059057942,-0.9127001228259408,-0.6465284794765146,1.3656790501160114,0.8467711090082444,-3.4237538314166023,1.2732756340073854,-0.7105457818271288,0
poor,part-time,education,-2.32572813713105,-4.129371318874664,1.9308635374802572,-1.510348630912759,0.16179154060272016,-0.9912471052552099,1.5291449146157094,0.21920418763358843,1.4753070185858153,0.6734288127536935,-0.3113847073336835,-4.127530524792801,0.03585389612736578,0
good,unemployed,business,1.4235362663149258,0.3337658582918255,1.5871529095033925,-0.6637115811075593,0.5475265304356202,-1.1297396631084307,2.831289862816039,1.7075488893217605,-0.32558236940446794,0.9167064725890186,0.3934485791227309,0.280811443302705,0.7528519050257032,1
good,part-time,business,-0.2023501745793579,-0.8427067329425899,-0.866130521689348,4.458145791198993,0.1902109593428422,4.567341819864921,0.4615084172646059,0.6193492954346985,-0.981798917319685,0.014381996244265737,-3.6366881443362558,4.662976117227802,2.867430741810081,0
poor,part-time,business,0.04015399334756309,-0.4363001766294038,1.857597500910142,0.33647826696802197,1.221165750004087,-3.490698008551858,0.41842596193653825,0.5172102161589602,1.402204891841349,0.4438928390428866,-5.4798803911382,-2.939984611218658,0.5619793153782984,1
fair,part-time,business,0.1408510045426712,0.007835644803733777,1.5161980342833035,-3.5315447391818764,0.5085353176271308,-2.1777848231760295,0.10103232330900047,1.134768614866765,-0.19678628265296216,0.4301429743153713,-0.5075375016372672,-2.3314932237747232,-0.36854582080916676,1
poor,part-time,furniture,2.0004877642977474,-2.7394635012704303,-3.2191812722110704,1.2025491857817514,1.6756362938455622,-1.0456702364074295,2.9466880170133836,0.336903263976616,0.33694255245109284,0.4522743776485788,-1.153890469907626,-3.991350510095249,-4.044387905256274,0
excellent,unemployed,education,1.9397631710272534,0.5527223990249066,2.03503104829032,-0.4383401926777285,-0.6293742112064558,2.0830841932461652,1.7460942028842492,0.8543693203494214,-1.7165466447131337,1.8627596863802822,3.427080764217191,4.020304986797563,0.05930232302598215,1
fair,part-time,education,2.5200065252772257,-2.4759077162740084,1.962042030168651,-0.6631155537965763,1.3001765268131393,0.05764709218668984,-0.8239708102759533,-0.2422880981783883,-1.5670918771840734,-0.5897592406671354,1.113201707184826,2.509524232684967,-1.8009050386392143,1
poor,part-time,furniture,-0.4411625949141077,-3.1476096395097435,0.6738726265853868,3.619976216990373,-1.2463934985391623,-0.41759689505745556,2.620911326829491,1.5591822904823514,1.9688561519878935,-0.04877626450061687,-2.3007626468693854,-4.164361270075913,-2.8268421400583787,0
good,part-time,education,2.0232989421388545,1.6156728308052157,3.429595842552816,-0.19733296319498783,-1.785741281946263,0.6873140606713968,-2.0791353443204663,-0.76825532039177,-0.8877669059284083,-0.5179672992165097,-0.11801235633558105,6.569558933642082,1.8590284951591367,1
excellent,part-time,furniture,-0.5231169724016909,-0.8611866681458078,1.4777635805903475,0.13932067678891968,1.1760109851977065,-3.6619484565238607,-3.983648983202556,1.2530582102439143,2.2427283354146232,-0.09024288144032204,-0.6399872959932176,4.252143900294022,2.7015851419343875,1
poor,part-time,business,-0.39181426517963247,-1.7133642230968633,0.1924843707212558,0.25433328514221965,-1.577229636132122,-0.6814859625739047,2.3485327137340786,0.1560907384568524,1.825737790101125,0.6875507195924941,-1.3069800458646275,-4.657527094220328,-1.8423689667098877,0
fair,part-time,furniture,0.5922003578334523,1.997399295196605,1.1370800950436732,-3.4211445703653878,0.012575769600314238,-2.0585387497685526,0.4205284977572705,2.3330164182526882,0.3306773124469009,1.2959278615737506,1.8106874706185738,-2.8382340487341486,-1.5899599233501451,1
fair,part-time,business,0.05178103562835812,-1.3627966643831004,-1.7185533867120752,4.730005498696759,-0.17281335189340633,4.170515821715011,2.192909543913481,0.6232358966388174,-0.007209115039332303,1.6371217900017057,-4.191808886140647,2.774382089422856,2.5418753060116854,0
good,part-time,business,0.2573868203850507,1.0542318196801812,-0.9920287928298905,2.081049610270001,0.39662793922145717,2.4307558156227316,0.8922681437080248,-0.49094894973186637,-0.2944430222117389,1.384871093794044,-1.6428845082728056,0.2695030398719118,-0.2279451870821193,0
good,part-time,car,1.0282858696539992,-1.113095147946805,1.15941897967897,-1.400220735006536,0.9937402628679574,-1.020316161431129,0.3598562678559907,0.5698763759795229,-1.3392683912403296,-0.6760543665488049,-0.43726604117453904,1.4183229704986242,2.265333952633129,1
fair,part-time,furniture,1.9456776954849322,-4.179003044904528,-0.7532940523027363,3.5292640764654304,-0.6032968487781549,-1.6589683295748012,5.86045645507748,0.365169001048321,-5.254829744431354,0.24489730171272925,0.6141669891703925,-5.273518593916295,0.5394971220440085,0
excellent,part-time,car,-0.030624382332040456,-1.1578500013269175,0.9862664332234594,3.7892340587636992,-0.6401465050936997,2.471191328227201,-1.1938408384135903,-0.5751864496435164,0.9181811483400089,-0.011900823094228097,-1.9728952814790466,6.703137656328067,2.440678379925451,0
good,part-time,furniture,3.4143205488963138,0.4292557006596426,2.530760905234507,1.3389289471117896,0.18421722953009348,-0.9083303984189105,-0.8745962970830421,-0.30234956633175064,-2.79424530342916,0.841632255765075,-0.21685587607324175,4.600887566443767,2.5185009175552806,1
fair,part-time,furniture,2.0735420388320907,-3.810223720874863,0.08148757522471883,1.8192836495145546,1.2537347862197346,-0.5267462992352436,2.327950229331864,1.718439615602714,-4.427351257389013,-1.2896760979610558,-1.5525342783436995,-0.08402009199167054,0.8341354374308427,0
good,full-time,car,-3.396869664754487,-0.7990603208790202,1.0336693200839215,1.6424821704736752,0.22271606260096463,0.39707064358479127,1.2687614949833392,-0.32107942945924683,1.0345525870896315,-0.38841124098877516,0.16943342171932918,-4.956243614367508,-0.3988282823053787,0
poor,part-time,car,-3.0184458631949926,0.8489390117402253,4.416449642578783,-1.6393053857618485,0.949263174282309,1.3849234065772538,1.757085676207609,2.448586988174057,1.5081367720544447,-1.4036162110718102,0.6521282466515905,-3.280023065461891,1.3707488198247697,0
good,part-time,furniture,0.5444338239034117,0.9802308398956829,-1.742760937584253,0.07301843867875613,-0.7308131256087531,-1.6032692503126351,-2.2992625816341477,0.12249092537445466,2.218601462118448,0.0873574252602637,-1.0421902149213798,-0.733082884983218,-2.3556434235645876,0
poor,part-time,education,-0.3229663974305996,-2.37984354175254,1.14107741634953,-2.19435583784114,0.14198945057559273,-2.8785927626628203,-0.854340286548477,3.096588896142549,1.3109886611919144,0.028565762777586125,-2.80232007171497,-5.142203036397399,-3.366665074828372,1
good,part-time,business,2.122567650677958,0.7247911101135189,0.8291939059446416,0.7828534911529823,0.034393795307583075,-1.2753806855761958,-0.5401932360062376,0.4021978249123513,-0.13179967535946058,0.24854510511898723,1.6739078786984538,0.9185870062488872,-0.9468566414457442,1
fair,part-time,car,0.2360862632700892,0.6040895277122493,2.6611585042584496,-1.9471419831056016,-0.0015145029480460542,-2.988163594663808,-0.580029165311402,1.2161657767822542,-0.03946681701697363,0.4379522629797555,-3.678617956234517,-0.0069054598883317225,2.3538910331190563,1
excellent,unemployed,business,1.479570408286199,1.3521118788708795,1.0180632204693238,0.21346630446460302,-1.6239178425699672,0.6973430320964396,-2.711144487520785,1.3079641925493437,-1.0266388910296746,0.5546387081318072,-1.0152594679650748,7.092732991662048,-0.3021043229265652,0
fair,full-time,education,-5.11710113845164,-2.3416311207121963,3.069617314911251,-1.7631256366888284,-0.010556434880853316,0.5164420751121613,0.007546748590304353,0.29315722532296834,0.8504273635412024,1.3534515614761184,0.9819174952932683,-3.3371942744752494,2.598950891413908,0
excellent,part-time,education,1.9004252458407105,3.400291953474411,1.5641062739579459,-0.6478927828539247,-0.12454847968642378,1.5643548672177792,-2.498579130169168,0.1227289077054837,-4.708239133150558,1.2869472861164193,3.228734825222603,5.853995589006062,3.220041439485031,1
excellent,part-time,education,0.24515599944303124,-2.2387642136111454,-3.6178075320251253,0.76312596634964,2.0064086377129366,-3.154826623073003,4.797790900680392,1.5789450927179753,-1.0975806320501214,0.7947585224719341,0.10559134559484828,-5.286844427553344,2.4075211544051447,0
fair,part-time,car,-1.8907096259151592,0.04133506595167069,-0.8960278724009465,0.08942390369557973,-1.3864894206912433,-2.4352984750932514,2.708155493223739,1.423264921065661,1.4918252209510035,-0.13339032211162255,2.084209462186646,-9.547899595294657,-4.560849571127507,0
fair,part-time,education,-1.6877000830479867,0.5335208699672829,2.3162634733035983,0.8971711943667148,0.2839278876047216,3.0108353967786745,1.301886117847893,1.5949202080860148,1.3798814552586744,-0.012276533502175885,-0.977728116239343,-0.20033216762098294,0.8003039054749868,0
good,part-time,car,1.4047964279881786,-0.6991313483052153,0.43866307740636024,0.34793477727506217,0.5849534930864443,0.021632875057976397,-0.7068499647002222,-0.00836078727145676,0.810198043379609,0.9758368916238178,-1.9248176138368474,4.615063824366108,2.369813585853053,0
good,part-time,education,0.06764933761297409,1.2836738482568015,1.0929713279857007,0.7769917411128621,-1.008106506760428,0.12443665925675518,-1.9360858156584393,-0.9857330334274744,1.038151267685968,-0.7737805788906578,-2.6403672969928618,3.772738387187521,1.0251270823124787,0
poor,part-time,business,-1.1795141816206574,-1.6976832387643543,5.424832002809553,-0.09964289901512569,-0.4564956095040957,2.5333724474347505,2.4197624118232115,1.6123115279035483,2.6718746802887785,1.1974885400381745,-3.227955758731389,0.6668938715427266,2.8974657087848543,0
fair,full-time,business,0.9205159849539563,-2.6107060838953786,-3.5096293826520077,-0.2879947752722223,-0.5737031442926516,-2.5120472230915634,2.3074974333550617,-1.063258686531278,-1.7843218875330549,-0.5532410018397994,-0.4410471980202886,-6.360600529005244,-0.8542326907087034,0
poor,part-time,furniture,2.2897042747184417,-4.336758452015207,2.3025891770829094,0.08812063600365483,-0.36671766857603316,-0.7407048981270263,1.3472898331786776,1.25215903696611,1.1540667451174649,-0.12296894663436952,-2.290675533311638,-0.5155821453743111,-3.3796617039640475,0
poor,part-time,business,0.44087462873713235,-0.12781225359396486,0.3406459598042767,3.262446912833954,-0.3287248129662911,1.4284814491392606,0.7506094067808751,-0.39506690612720935,1.3320270142032353,-0.07618761129101755,-2.122755300901434,-1.4429899523360041,-3.1523261003101646,0
poor,part-time,furniture,-0.3560979022338946,0.29272256901673677,2.211001031907336,-3.8145964697644126,0.15352845725035097,0.5095909749588341,2.532289472760642,1.9425771788306316,1.0271369578637517,-0.4513752310813436,-0.9344976717573084,-0.8442632004377331,2.38491913421836,1
fair,part-time,business,3.6374277403904283,-0.23096236782756963,0.5723080057114506,0.41076103119662655,1.07562679401766,-0.38502657676136276,0.966989090984976,0.7255901754823215,-1.5185790099630916,1.4399540414286307,2.2990581303195587,0.026667073401105766,-2.907108885096635,1
fair,part-time,car,-4.0959420785410625,-1.652223453322991,4.672824254155318,-1.2920716959763525,0.6163942905303591,0.01968668813112906,0.4964130842109553,0.6513309519952039,0.7291371960860284,0.47321706581198303,2.6752832011116676,-4.378985727240659,-1.0087257996241756,0
fair,part-time,business,1.1317507685656134,-0.16512381520765307,0.8525182889502486,-1.1254985290562203,-3.033989362145269,-0.8003435038151643,-0.05129235825061895,0.6089844464924351,-1.5928620811737613,0.4189116113727865,-2.091035988601924,0.8812011249472597,1.7502861339049538,1
excellent,part-time,furniture,-0.6571933932183407,-1.2779413778189261,-1.2488490006708304,2.169398976485977,-0.07984915348779596,-2.587013750650392,-2.7883270102527353,-0.34750029970591045,3.0270951800799946,-0.8422957167700686,1.6372505879028112,3.9272669146131807,0.5032659406963187,1
fair,full-time,furniture,-1.2677814474290163,1.4750197820879403,0.7354252867103447,0.42630545441653944,0.2733112495851642,1.5709133442265157,-0.09950782216840381,-0.21556794341894983,1.2568756610497869,0.26816694982197375,-1.1280296719950398,-1.8735158822860014,-0.5017334150985876,0
fair,full-time,education,-1.7944199309964124,-0.2542869433633591,-0.4813518752078345,2.772829329946072,-1.5908458568586958,1.3098118928127058,3.488829254762329,1.1586670233413017,2.538590490814503,0.5080877144207865,-2.7334596977485983,-3.7749640106346374,1.1682812992752094,0
fair,part-time,car,-0.0549929829214163,1.2311368726626872,-1.5970519297252714,1.7664174270317403,0.787276293122914,-0.7481356739886758,3.7098604583032486,0.9845928948957969,1.6328591718728087,0.7906723186907282,-1.676918540494582,-6.821756189440615,-1.7776402574761845,0
poor,part-time,business,-1.8065984133941226,-4.08751095526405,3.707180590764581,0.26396387142378785,0.15524605205827927,1.6593856941732756,2.3248716386959565,-1.046619108093502,0.8525386678144704,0.31736263325536135,-1.3167209208688984,-0.20882291434900294,1.8545473895058882,0
good,unemployed,education,1.6083281894486823,-1.1823106188859094,0.5725176070735292,0.5811487398275624,-0.029803781851440635,-2.439106991797022,1.6414350177045631,0.08286484186899613,-2.0763940966038383,0.4733366755549671,-1.5412578217131347,1.2741212600216212,1.287876294277729,0
excellent,part-time,business,3.553504267540186,0.8218396523390844,2.575096147313497,-1.3298202133050923,0.727122481485493,-2.673181970847935,-4.129854511886375,-1.0828405288683434,-6.3841751924875245,-1.9252622125874854,-0.5344035637836995,5.855625329670504,3.599419082270123,1
excellent,unemployed,business,0.8768432265147146,-0.13752138723434515,-0.42262400685250234,0.25894126439409626,0.7834656483247346,-0.3459467896549223,1.5708043439660457,-0.49920199827593026,-3.897464652953435,-0.7184839851611164,-0.6916010535724589,0.838982101254587,1.2147691970140748,0
poor,part-time,education,-3.377427155254532,-1.6108390647942343,5.097159000131873,-2.525300899196412,1.3869598902732805,-0.11709696788150548,2.606303735715004,-0.9653962101329223,1.9978340003054877,0.02394638244926125,1.7466538965001717,-5.801834837852627,-0.2848715181892737,0
poor,part-time,education,-0.9195658329378962,3.6452107691092532,1.4270610874194354,1.6815077395849742,0.011651707685245566,1.7563371957691487,3.8015801173962953,-0.2227482131520212,3.2996659356984743,0.3689172029082467,-1.5601012731829123,-4.57991779043975,-0.7491205640294256,0
poor,part-time,education,-2.358614074745429,-1.5625192461334296,1.0206174860006825,-1.1756461403008243,1.5947619890438636,-1.9558502362870596,2.169889911524617,-2.256725105289419,1.499035628596533,1.607019008249281,0.7249383283240174,-7.53304765438751,-1.6149413762819989,0
poor,part-time,education,2.5850469788035886,1.2650004402141959,0.32740634430024884,0.6921352905072182,1.8551185730353463,-2.4199819476371562,2.3054571839385076,-0.21795090624353872,2.165595634163786,-0.23390798544489444,-3.3865917043823743,-0.7758165421393104,0.6431170384439051,1
fair,part-time,education,-0.5180624570291291,-3.2098699260907724,1.0876511552906136,-0.45040489207493173,1.5380162818616334,3.180201126598727,1.6263840810471126,-0.2731321437192525,-0.473068703990416,1.3493239278107392,0.4101277937276182,1.6868387684563462,0.08271848286022765,0
excellent,part-time,business,1.5164239977222445,-1.899189265796909,-2.556587984422224,1.9279881440602469,-0.10798368601261019,-1.0091685781336703,1.830968720652644,-1.2704882455818216,-1.6349498756470775,0.9632265338939392,0.18561812111157283,-0.9125208485100255,0.04907374724143976,1
poor,full-time,education,-3.9511219728196068,-2.0787778654591174,2.8586968521426384,-3.850514976788374,-1.0910467171940745,-2.559824798172853,0.7297381534223697,0.8146844372940691,2.3091462972017203,-0.31120828917368143,1.0451106549921572,-7.602886279401618,0.05456370670556421,0
good,part-time,car,0.20315658735827347,-0.0709318934611276,-2.2283564566157805,1.0053926178714967,0.1834542264722327,-0.0597094426784428,-1.40347535745292,-0.5867447607300117,0.053989835306582856,0.07673285939295683,-1.1215589427682358,-2.1367850166276043,-3.092076373194031,0
good,part-time,furniture,-0.08643621028164383,0.09759018470773606,-1.4081948141581133,-0.5522918068228286,-1.2666319951066096,-0.14987671179970796,0.25853852444918324,-0.4299001052078867,-1.199684131589862,1.6776254421561345,-1.4321622518405004,-0.7860126266560644,1.0858773150361545,0
excellent,part-time,education,1.8031639326729296,2.2128516106812453,2.015071485847275,0.2289282678770601,-0.6167301099564017,-3.731787298916648,-4.8246107751810525,0.12301867352675562,-0.4251940414576676,-0.5505339682007013,0.36249403600552155,3.838414008615223,-0.49833217887766756,1
excellent,unemployed,education,-0.05632385689093611,-1.5452734992535802,-1.8638700894801101,1.7090112933731576,-0.4596052987574804,-2.5326760893955784,2.255827607751592,-2.729404384923734,-1.6768264098577115,0.005205261894946381,0.3925607824506814,-1.644888786773311,-0.28364644453315213,0
good,part-time,business,1.0599962631293445,-1.0835023933447558,-1.6300034254872315,1.4687457066948075,-1.4621104551954147,0.6470032192475186,-0.11401452953285185,-1.410467416412775,-1.620033530412979,-1.2977283756812326,-0.4724911133972973,1.0318382145454479,-0.3091986831449658,0
